CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST0443,118,6,9275.89,3,3,3,333,9,Needs Attention
CUST0444,57,6,6889.83,4,3,3,433,10,Potential Loyalist
CUST0445,250,5,4873.08,2,3,2,232,7,Others
CUST0446,332,4,4232.97,1,2,2,122,5,Churned
CUST0447,252,2,1775.23,2,1,1,211,4,Churned
CUST0448,203,7,8891.57,2,3,3,233,8,Others
CUST0449,29,8,11734.99,5,4,4,544,13,Champions / Loyal
CUST0450,19,26,57053.47,5,5,5,555,15,Champions / Loyal
CUST0451,182,4,4604.29,2,2,2,222,6,Churned
CUST0452,228,2,2206.82,2,1,2,212,5,Churned
CUST0453,60,8,11809.47,4,4,4,444,12,Champions / Loyal
CUST0454,339,3,2288.99,1,2,2,122,5,Churned
CUST0455,14,27,77586.11,5,5,5,555,15,Champions / Loyal
CUST0456,124,2,1344.69,3,1,1,311,5,Others
CUST0457,23,24,73449.6,5,5,5,555,15,Champions / Loyal
CUST0458,54,2,1284.56,4,1,1,411,6,New Customers
CUST0459,17,27,76696.0,5,5,5,555,15,Champions / Loyal
CUST0460,33,25,83005.99,4,5,5,455,14,Champions / Loyal
CUST0461,18,27,84705.66,5,5,5,555,15,Champions / Loyal
CUST0462,140,4,4615.67,3,2,2,322,7,Others
CUST0463,226,4,2961.0,2,2,2,222,6,Churned
CUST0464,67,2,1102.12,4,1,1,411,6,New Customers
CUST0465,315,2,3287.93,1,1,2,112,4,Churned
CUST0466,23,10,15713.25,5,4,4,544,13,Champions / Loyal
CUST0467,107,7,10377.42,3,3,3,333,9,Needs Attention
CUST0468,292,4,3146.28,1,2,2,122,5,Churned
CUST0469,126,13,20292.3,3,5,5,355,13,Needs Attention
CUST0470,293,4,4552.17,1,2,2,122,5,Churned
CUST0471,69,16,50682.56,3,5,5,355,13,Needs Attention
CUST0472,286,2,2387.33,1,1,2,112,4,Churned
CUST0473,2,19,46656.38,5,5,5,555,15,Champions / Loyal
CUST0474,278,3,3315.5,1,2,2,122,5,Churned
CUST0475,151,2,1733.76,2,2,1,221,5,Churned
CUST0476,346,4,4276.68,1,2,2,122,5,Churned
CUST0477,26,20,53403.66,5,5,5,555,15,Champions / Loyal
CUST0478,48,1,539.26,4,1,1,411,6,New Customers
CUST0479,336,1,1213.66,1,1,1,111,3,Churned
CUST0480,136,1,559.56,3,1,1,311,5,Others
CUST0481,138,9,11064.48,3,4,4,344,11,Needs Attention
CUST0482,138,7,9556.75,3,3,3,333,9,Needs Attention
CUST0483,84,2,2184.63,3,2,2,322,7,Others
CUST0484,170,9,10166.12,2,4,3,243,9,At Risk
CUST0485,29,1,1078.24,5,1,1,511,7,New Customers
CUST0486,253,3,4209.12,2,2,2,222,6,Churned
CUST0487,71,20,55017.39,3,5,5,355,13,Needs Attention
CUST0488,54,10,13225.53,4,4,4,444,12,Champions / Loyal
CUST0489,338,1,275.26,1,1,1,111,3,Churned
CUST0490,337,3,2878.35,1,2,2,122,5,Churned
CUST0491,148,1,311.1,3,1,1,311,5,Others
CUST0492,178,4,5205.0,2,2,2,222,6,Churned
CUST0493,71,7,8812.08,3,3,3,333,9,Needs Attention
CUST0494,38,10,15305.28,4,4,4,444,12,Champions / Loyal
CUST0495,24,2,1820.08,5,2,1,521,8,New Customers
CUST0496,52,6,6807.05,4,3,3,433,10,Potential Loyalist
CUST0497,237,1,1095.78,2,1,1,211,4,Churned
CUST0498,19,29,79871.93,5,5,5,555,15,Champions / Loyal
CUST0499,290,1,1227.69,1,1,1,111,3,Churned
CUST0500,342,2,2065.35,1,2,2,122,5,Churned
CUST0501,187,7,9117.19,2,3,3,233,8,Others
CUST0502,214,2,1215.78,2,2,1,221,5,Churned
CUST0503,94,10,13298.31,3,4,4,344,11,Needs Attention
CUST0504,266,4,3109.52,2,2,2,222,6,Churned
CUST0505,114,9,8162.77,3,4,3,343,10,Needs Attention
CUST0506,61,12,16874.43,4,4,4,444,12,Champions / Loyal
CUST0507,311,4,3306.72,1,2,2,122,5,Churned
CUST0508,279,5,4376.65,1,3,2,132,6,Others
CUST0509,347,2,3055.09,1,2,2,122,5,Churned
CUST0510,145,8,9239.84,3,4,3,343,10,Needs Attention
CUST0511,172,9,10151.01,2,4,3,243,9,At Risk
CUST0512,67,7,7783.06,4,3,3,433,10,Potential Loyalist
CUST0513,344,1,1275.03,1,1,1,111,3,Churned
CUST0514,348,3,1752.82,1,2,1,121,4,Churned
CUST0515,17,15,39760.5,5,5,5,555,15,Champions / Loyal
CUST0516,9,29,78129.99,5,5,5,555,15,Champions / Loyal
CUST0517,83,11,12276.12,3,4,4,344,11,Needs Attention
CUST0518,339,3,3016.3,1,2,2,122,5,Churned
CUST0519,336,5,6151.47,1,3,3,133,7,Others
CUST0520,79,7,7012.2,3,3,3,333,9,Needs Attention
CUST0521,96,2,1751.66,3,2,1,321,6,Others
CUST0522,70,12,17110.59,3,4,4,344,11,Needs Attention
CUST0523,334,1,1100.27,1,1,1,111,3,Churned
CUST0524,267,5,5232.95,1,3,2,132,6,Others
CUST0525,288,4,4818.19,1,2,2,122,5,Churned
CUST0526,253,1,1392.33,2,1,1,211,4,Churned
CUST0527,37,9,13167.09,4,4,4,444,12,Champions / Loyal
CUST0528,78,10,15189.36,3,4,4,344,11,Needs Attention
CUST0529,29,18,53286.81,5,5,5,555,15,Champions / Loyal
CUST0530,357,3,1893.76,1,2,1,121,4,Churned
CUST0531,267,1,1649.77,1,1,1,111,3,Churned
CUST0532,356,1,1299.1,1,1,1,111,3,Churned
CUST0533,345,4,5458.61,1,2,2,122,5,Churned
CUST0534,121,2,1357.87,3,2,1,321,6,Others
CUST0535,176,9,10246.58,2,4,3,243,9,At Risk
CUST0536,320,5,4664.96,1,3,2,132,6,Others
CUST0537,323,5,4717.73,1,3,2,132,6,Others
CUST0538,25,10,15558.8,5,4,4,544,13,Champions / Loyal
CUST0539,92,2,1365.63,3,2,1,321,6,Others
CUST0540,24,18,57649.43,5,5,5,555,15,Champions / Loyal
CUST0541,295,1,521.23,1,1,1,111,3,Churned
CUST0542,211,4,5069.08,2,2,2,222,6,Churned
CUST0543,47,9,15538.49,4,4,4,444,12,Champions / Loyal
CUST0544,202,4,4153.47,2,2,2,222,6,Churned
CUST0545,167,4,4670.0,2,2,2,222,6,Churned
CUST0546,16,13,15397.24,5,5,4,554,14,Champions / Loyal
CUST0547,29,19,60258.48,5,5,5,555,15,Champions / Loyal
CUST0548,178,6,5946.76,2,3,2,232,7,Others
CUST0549,18,1,314.12,5,1,1,511,7,New Customers
CUST0550,121,9,11971.75,3,4,4,344,11,Needs Attention
CUST0551,161,1,349.46,2,1,1,211,4,Churned
CUST0552,338,3,3970.09,1,2,2,122,5,Churned
CUST0553,227,1,1155.86,2,1,1,211,4,Churned
CUST0554,107,2,1969.76,3,2,1,321,6,Others
CUST0555,301,3,3020.01,1,2,2,122,5,Churned
CUST0556,26,11,15300.46,5,4,4,544,13,Champions / Loyal
CUST0557,39,19,56423.99,4,5,5,455,14,Champions / Loyal
CUST0558,10,18,51602.87,5,5,5,555,15,Champions / Loyal
CUST0559,253,4,5138.93,2,2,2,222,6,Churned
CUST0560,168,4,3436.06,2,2,2,222,6,Churned
CUST0561,153,4,4849.75,2,2,2,222,6,Churned
CUST0562,68,12,19613.24,4,4,5,445,13,Champions / Loyal
CUST0563,10,20,54385.52,5,5,5,555,15,Champions / Loyal
CUST0564,11,15,44326.92,5,5,5,555,15,Champions / Loyal
CUST0565,54,12,17323.03,4,4,4,444,12,Champions / Loyal
CUST0566,163,2,1278.99,2,2,1,221,5,Churned
CUST0567,67,10,13982.4,4,4,4,444,12,Champions / Loyal
CUST0568,52,12,19190.05,4,4,5,445,13,Champions / Loyal
CUST0569,278,2,2002.75,1,2,2,122,5,Churned
CUST0570,56,8,9240.73,4,4,3,443,11,Potential Loyalist
CUST0571,39,1,767.46,4,1,1,411,6,New Customers
CUST0572,161,7,4461.23,2,3,2,232,7,Others
CUST0573,71,9,13091.67,3,4,4,344,11,Needs Attention
CUST0574,146,6,9161.59,3,3,3,333,9,Needs Attention
CUST0575,337,2,1015.16,1,2,1,121,4,Churned
CUST0576,305,1,938.85,1,1,1,111,3,Churned
CUST0577,28,23,61129.62,5,5,5,555,15,Champions / Loyal
CUST0578,354,2,980.34,1,2,1,121,4,Churned
CUST0579,39,2,1990.14,4,2,1,421,7,New Customers
CUST0580,39,6,7871.4,4,3,3,433,10,Potential Loyalist
CUST0581,185,2,2271.19,2,2,2,222,6,Churned
CUST0582,338,2,1234.78,1,2,1,121,4,Churned
CUST0583,224,1,789.43,2,1,1,211,4,Churned
CUST0584,132,13,17590.55,3,5,4,354,12,Needs Attention
CUST0585,166,4,4866.9,2,2,2,222,6,Churned
CUST0586,59,10,12687.08,4,4,4,444,12,Champions / Loyal
CUST0587,5,20,58458.51,5,5,5,555,15,Champions / Loyal
CUST0588,16,27,80586.35,5,5,5,555,15,Champions / Loyal
CUST0589,8,18,54061.11,5,5,5,555,15,Champions / Loyal
CUST0590,43,11,11912.1,4,4,4,444,12,Champions / Loyal
CUST0591,17,18,55191.67,5,5,5,555,15,Champions / Loyal
CUST0592,111,6,6783.62,3,3,3,333,9,Needs Attention
CUST0593,138,7,11367.41,3,3,4,334,10,Needs Attention
CUST0594,21,9,12197.42,5,4,4,544,13,Champions / Loyal
CUST0595,340,4,5270.09,1,2,2,122,5,Churned
CUST0596,59,1,1339.01,4,1,1,411,6,New Customers
CUST0597,127,5,5887.67,3,3,2,332,8,Needs Attention
CUST0598,67,12,17988.32,4,4,4,444,12,Champions / Loyal
CUST0599,27,11,14532.5,5,4,4,544,13,Champions / Loyal
CUST0600,22,18,53470.52,5,5,5,555,15,Champions / Loyal
